Precision,Recall,Thresholds
0.3159350869224099,1.0,0.24481413109501166
0.3163236720181015,0.9592863677950595,0.3722188958352113
0.3261175898931001,0.8772055940399948,0.3807332527243938
0.3452115183541979,0.7983270160763299,0.3824374624890679
0.3750469748214957,0.7174225591425958,0.39309379265779654
0.4265982306793524,0.6680826035812312,0.5679507539848744
0.41734670086267195,0.4679126911514835,0.6170791028955406
0.4123873873873874,0.3589726833093713,0.6251068074141686
0.4028209684584629,0.23702783949810483,0.6315345075567612
0.39000235793444943,0.10809044569337342,0.6381269912221222
